WT2022,WT2023,WT2024,WT2025,WT2026,WT2027,WT2028,WT2029,WT2030,WT2031,WT2032
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
2169.5989126476966,2331.1434565311542,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234,2307.802957351234
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
562.9893126942329,604.908513151179,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053,598.8518860416053
